date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:41	96873/96873	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20May%202019%2002:38:54%20GMT	https://skywarriorthemes.com/benri/demo1/wp-includes/js/jquery/jquery.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-includes/js/jquery/jquery.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:44	23831/23831	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Apr%202018%2014:39:46%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.transitions.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.transitions.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:45	9566/9566	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:45	116492/116492	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Apr%202018%2014:39:46%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.kreaturamedia.jquery.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.kreaturamedia.jquery.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:45	2642/2642	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202019%2016:03:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:46	992/992	---M--	200	added ('OK')	application/javascript	date:Tue,%2019%20Nov%202019%2015:41:54%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:46	1112/1112	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:47	21283/21283	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:47	1430/1430	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:48	2728/2728	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2011:42:04%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min.js	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min.js	(from https://skywarriorthemes.com/benri/demo1/)
22:02:49	906/906	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20May%202020%2016:32:48%20GMT	https://skywarriorthemes.com/benri/demo1/xmlrpc.php?rsd	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/xmlrpc0db0.php	(from https://skywarriorthemes.com/benri/demo1/)
22:02:51	1045/1045	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	https://skywarriorthemes.com/benri/demo1/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-includes/wlwmanifest.xml	(from https://skywarriorthemes.com/benri/demo1/)
22:02:52	2274/2274	---MC-	200	added ('OK')	application/json	date:Fri,%2022%20May%202020%2016:32:51%20GMT	https://skywarriorthemes.com/benri/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fskywarriorthemes.com%2Fbenri%2Fdemo1%2F	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-json/oembed/1.0/embeda911.json	(from https://skywarriorthemes.com/benri/demo1/)
22:02:53	2365/2365	---MC-	200	added ('OK')	text/xml	date:Fri,%2022%20May%202020%2016:32:52%20GMT	https://skywarriorthemes.com/benri/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fskywarriorthemes.com%2Fbenri%2Fdemo1%2F&format=xml	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-json/oembed/1.0/embedadb9	(from https://skywarriorthemes.com/benri/demo1/)
22:02:53	512/512	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Apr%202018%2015:21:22%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2018/04/demo1.png	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2018/04/demo1.png	(from https://skywarriorthemes.com/benri/demo1/)
22:02:54	526502/526502	---MC-	200	added ('OK')	application/json	date:Fri,%2022%20May%202020%2016:32:48%20GMT	https://skywarriorthemes.com/benri/demo1/wp-json/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-json/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:55	113741/113741	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202018%2020:27:24%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/layerslider/Home/rawpixel-com-196509-1.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/layerslider/Home/rawpixel-com-196509-1.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:02:55	79238/79238	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:53%20GMT	https://skywarriorthemes.com/benri/demo1/services/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/services/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:56	62577/62577	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:55%20GMT	https://skywarriorthemes.com/benri/demo1/our-work/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/our-work/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:57	76596/76596	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:55%20GMT	https://skywarriorthemes.com/benri/demo1/about-us/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/about-us/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:02:59	70025/70025	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:56%20GMT	https://skywarriorthemes.com/benri/demo1/portfolio/1420-3/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/portfolio/1420-3/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:03:00	72844/72844	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:56%20GMT	https://skywarriorthemes.com/benri/demo1/portfolio/1420-2/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/portfolio/1420-2/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:03:00	71438/71438	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:32:57%20GMT	https://skywarriorthemes.com/benri/demo1/articles/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/articles/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:03:01	3615/3615	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:10%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo6-1.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo6-1.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:03:02	427642/427642	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Apr%202018%2015:29:36%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/home1.png	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/home1.png	(from https://skywarriorthemes.com/benri/demo1/)
22:03:02	5722/5722	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:22%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo5.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo5.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:03:03	71311/71311	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2016:33:00%20GMT	https://skywarriorthemes.com/benri/demo1/contact/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/contact/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:03:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202020%2016:33:03%20GMT	https://skywarriorthemes.com/benri/demo1/home/	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/home/index.html	(from https://skywarriorthemes.com/benri/demo1/)
22:03:04	6185/6185	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:14%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo3.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo3.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:03:04	3823/3823	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:30%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo4.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo4.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:03:05	4900/4900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:18%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo1.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo1.jpg	(from https://skywarriorthemes.com/benri/demo1/)
22:03:06	4144/4144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Apr%202018%2015:29:16%20GMT	https://skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo2.jpg	C:/My%20Web%20Sites/EDC/skywarriorthemes.com/benri/demo1/wp-content/uploads/sites/17/2017/05/logo2.jpg	(from https://skywarriorthemes.com/benri/demo1/)
